N,P,K,temperature,humidity,ph,rainfall,label
27.28,67.11,28.5,27.87,75.81,7.62,91.29,blackgram
32.33,143.34,207.78,22.22,92.11,6.21,104.17,apple
10.61,38.13,29.29,31.26,47.77,6.11,110.66,mango
60.22,95.66,42.62,29.06,83.71,5.65,113.21,banana
24.93,116.93,201.86,23.68,91.01,6.05,92.17,apple
142.07,55.08,28.72,21.99,84.82,7.69,69.67,cotton
70.07,53.52,32.07,24.66,84.52,6.63,181.99,rice
46.56,74.64,19.84,26.69,50.81,6.83,59.36,blackgram
113.32,28.19,57.81,27.35,92.71,5.79,23.93,muskmelon
80.84,26.25,62.7,21.26,91.79,6.44,55.02,watermelon
96.63,38.55,26.66,22.12,60.92,6.36,163.39,coffee
91.39,23.27,44.31,29.23,84.37,6.77,58.95,watermelon
83.93,45.06,52.78,22.23,77.02,6.36,168.03,jute
42.01,67.83,77.41,20.76,13.63,7.65,59.81,chickpea
67.88,39.37,50.44,21.7,76.19,7.28,181.1,jute
21.95,34.1,12.12,25.09,85.55,6.45,52.94,mungbean
9.53,130.93,216.06,23.58,83.51,6.55,63.94,grapes
91.6,36.44,32.94,26.51,75.71,6.27,145.53,jute
23.97,65.75,29.44,31.43,78.06,7.01,47.47,mungbean
31.02,151.49,205.21,15.75,89.21,6.15,103.57,apple
12.07,142.58,200.82,18.7,80.5,6.19,65.0,grapes
27.8,27.52,40.76,28.13,97.21,5.47,137.44,coconut
20.48,48.88,30.0,24.0,50.2,6.41,54.55,mothbeans
87.3,40.64,4.2,19.24,61.85,5.7,97.0,maize
20.11,24.39,33.09,30.22,97.59,5.72,130.12,coconut
14.22,7.04,39.88,20.31,87.82,6.58,91.99,pomegranate
69.29,50.29,37.74,22.42,74.65,6.33,202.14,jute
88.98,68.01,28.47,26.91,77.19,5.43,123.78,banana
28.97,88.2,21.57,23.38,35.61,5.93,183.12,pigeonpeas
49.58,83.08,24.05,25.83,62.94,7.22,96.96,blackgram
60.19,50.22,42.97,25.75,83.73,5.86,239.29,rice
32.19,72.36,34.25,20.37,43.8,5.43,171.64,pigeonpeas
14.93,7.94,29.12,37.63,56.44,6.68,112.65,mango
20.15,14.87,30.75,13.98,86.52,6.59,92.94,pomegranate
20.55,142.48,191.62,22.2,84.97,6.0,78.77,grapes
5.17,134.62,198.91,25.4,88.64,5.82,134.44,apple
56.85,73.42,20.19,33.05,52.9,6.57,37.51,blackgram
14.59,1.07,6.2,27.19,84.54,7.0,110.68,orange
75.38,42.19,22.0,29.31,62.24,6.44,97.16,maize
126.73,28.82,26.68,27.26,56.73,7.55,149.9,coffee
102.15,21.6,59.61,30.37,91.14,6.34,43.79,muskmelon
17.43,82.95,21.84,19.49,24.33,5.87,121.78,kidneybeans
15.14,125.13,203.85,26.4,87.6,6.63,68.99,grapes
12.76,76.73,25.32,34.76,40.97,5.61,156.94,pigeonpeas
86.5,25.19,27.41,28.59,63.56,6.91,149.93,coffee
16.39,16.91,8.79,22.37,98.43,6.95,86.75,orange
109.63,71.7,45.16,26.99,79.79,6.3,59.7,banana
22.68,32.65,27.88,32.63,47.3,5.8,89.51,mango
11.14,143.52,198.98,24.11,84.0,5.68,76.85,grapes
22.0,68.99,39.94,23.17,62.46,6.95,55.72,lentil
